Acquisition Date,Collection Category,Collection Number,Corner Lower Left Lat DMS,Corner Lower Left Latitude,Corner Lower Left Long DMS,Corner Lower Left Longitude,Corner Lower Right Lat DMS,Corner Lower Right Latitude,Corner Lower Right Long DMS,Corner Lower Right Longitude,Corner Upper Left Lat DMS,Corner Upper Left Latitude,Corner Upper Left Long DMS,Corner Upper Left Longitude,Corner Upper Right Lat DMS,Corner Upper Right Latitude,Corner Upper Right Long DMS,Corner Upper Right Longitude,Data Type L2,Date Acquired,Date Product Generated L1,Date Product Generated L2,Date Updated,Datum,Day/Night Indicator,Display ID,Ellipsoid,Entity ID,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Land Cloud Cover,Landsat Product Identifier L1,Landsat Product Identifier L2,Landsat Scene Identifier,NE Corner Lat,NE Corner Lat dec,NE Corner Long,NE Corner Long dec,NW Corner Lat,NW Corner Lat dec,NW Corner Long,NW Corner Long dec,Nadir/Off Nadir,Processing Software Version,Product Map Projection L1,Publication Date,Resolution,Roll Angle,SE Corner Lat,SE Corner Lat dec,SE Corner Long,SE Corner Long dec,SW Corner Lat,SW Corner Lat dec,SW Corner Long,SW Corner Long dec,Satellite,Scene Center Lat DMS,Scene Center Latitude,Scene Center Long DMS,Scene Center Longitude,Scene Cloud Cover L1,Sensor Identifier,Start Time,Station Identifier,Stop Time,Sun Azimuth L0RA,Sun Elevation L0RA,TIRS SSM Model,Target WRS Path,Target WRS Row,UTM Zone,WRS Path,WRS Row,source
,T1,2,"20°38'41.78""N",20.64494,"53°26'56.26""E",53.44896,"20°40'34""N",20.67611,"55°38'08.66""E",55.63574,"22°38'58.13""N",22.64948,"53°23'58.31""E",53.39953,"22°41'02.36""N",22.68399,"55°37'00.12""E",55.6167,OLI_TIRS_L2SP,4/13/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_160045_20130413_20200912_02_T1,WGS84,LC81600452013103LGN02,4.261,2.548,3.415,1220,5,0,LC08_L1TP_160045_20130413_20200912_02_T1,LC08_L2SP_160045_20130413_20200912_02_T1,LC81600452013103LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"21°40'17.98""N",21.67166,"54°31'33.64""E",54.52601,0,OLI_TIRS,48:55.0,LGN,49:24.8,115.6249426,64.31854655,ACTUAL,160,45,40,160,45,Landsat
,T1,2,"26°23'37.25""N",26.39368,"53°15'39.46""E",53.26096,"26°26'07.12""N",26.43531,"55°33'24.66""E",55.55685,"28°24'25.45""N",28.40707,"53°11'32.93""E",53.19248,"28°27'08.71""N",28.45242,"55°31'49.26""E",55.53035,OLI_TIRS_L2SP,4/20/2013,9/13/2020,9/13/2020,,WGS84,DAY,LC08_L2SP_161041_20130420_20200913_02_T1,WGS84,LC81610412013110LGN02,6.168,4.417,4.306,853,5,67.03,LC08_L1TP_161041_20130420_20200913_02_T1,LC08_L2SP_161041_20130420_20200913_02_T1,LC81610412013110LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"27°25'52.86""N",27.43135,"54°23'07.91""E",54.38553,68.53,OLI_TIRS,53:30.0,LGN,53:59.8,123.3293187,64.06474847,ACTUAL,161,41,40,161,41,Landsat
,T1,2,"25°01'37.85""N",25.02718,"52°53'52.55""E",52.89793,"24°58'57.50""N",24.98264,"55°06'13.64""E",55.10379,"26°59'14.53""N",26.98737,"52°55'46.99""E",52.92972,"26°56'19.68""N",26.9388,"55°10'20.39""E",55.17233,OLI_TIRS_L2SP,4/20/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161042_20130420_20200912_02_T1,WGS84,LC81610422013110LGN02,6.445,4.59,4.525,252,5,77.75,LC08_L1TP_161042_20130420_20200912_02_T1,LC08_L2SP_161042_20130420_20200912_02_T1,LC81610422013110LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'34.12""N",25.99281,"54°01'35.22""E",54.02645,33.63,OLI_TIRS,53:53.9,LGN,54:23.7,120.4134151,64.62772991,ACTUAL,161,42,39,161,42,Landsat
,T1,2,"23°34'54.70""N",23.58186,"52°33'32.80""E",52.55911,"23°32'40.20""N",23.5445,"54°44'48.23""E",54.74673,"25°32'43.76""N",25.54549,"52°35'00.92""E",52.58359,"25°30'16.56""N",25.5046,"54°48'19.55""E",54.80543,OLI_TIRS_L2SP,4/20/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161043_20130420_20200912_02_T1,WGS84,LC81610432013110LGN02,4.812,3.012,3.752,435,5,0.52,LC08_L1TP_161043_20130420_20200912_02_T1,LC08_L2SP_161043_20130420_20200912_02_T1,LC81610432013110LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'10.62""N",24.55295,"53°40'24.53""E",53.67348,9.38,OLI_TIRS,54:17.8,LGN,54:47.6,117.3803015,65.12319063,ACTUAL,161,43,39,161,43,Landsat
,T1,2,"22°08'16.44""N",22.1379,"52°13'32.45""E",52.22568,"22°06'26.17""N",22.10727,"54°23'27.42""E",54.39095,"24°06'17.60""N",24.10489,"52°14'37.25""E",52.24368,"24°04'16.39""N",24.07122,"54°26'26.30""E",54.44064,OLI_TIRS_L2SP,4/20/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161044_20130420_20200912_02_T1,WGS84,LC81610442013110LGN02,4.937,2.926,3.976,898,5,1.82,LC08_L1TP_161044_20130420_20200912_02_T1,LC08_L2SP_161044_20130420_20200912_02_T1,LC81610442013110LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'46.44""N",23.1129,"53°19'34.75""E",53.32632,1.82,OLI_TIRS,54:41.7,LGN,55:11.5,114.2416139,65.5465449,ACTUAL,161,44,39,161,44,Landsat
,T1,2,"20°41'33.83""N",20.69273,"51°53'48.62""E",51.89684,"20°40'05.41""N",20.66817,"54°02'39.59""E",54.04433,"22°39'37.04""N",22.66029,"51°54'32.76""E",51.9091,"22°37'59.34""N",22.63315,"54°05'09.10""E",54.08586,OLI_TIRS_L2SP,4/20/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161045_20130420_20200912_02_T1,WGS84,LC81610452013110LGN02,5.873,3.544,4.682,962,5,0.04,LC08_L1TP_161045_20130420_20200912_02_T1,LC08_L2SP_161045_20130420_20200912_02_T1,LC81610452013110LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"21°40'17.36""N",21.67149,"52°59'03.12""E",52.9842,0.04,OLI_TIRS,55:05.6,LGN,55:35.4,111.0076001,65.89429975,ACTUAL,161,45,39,161,45,Landsat
,T1,2,"24°59'23.57""N",24.98988,"55°59'57.19""E",55.99922,"24°59'17.09""N",24.98808,"58°14'25.91""E",58.24053,"26°58'40.62""N",26.97795,"55°58'56.06""E",55.98224,"26°58'33.53""N",26.97598,"58°15'41.69""E",58.26158,OLI_TIRS_L2SP,4/22/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_159042_20130422_20200912_02_T1,WGS84,LC81590422013112LGN02,4.666,3.534,3.046,660,5,1.12,LC08_L1TP_159042_20130422_20200912_02_T1,LC08_L2SP_159042_20130422_20200912_02_T1,LC81590422013112LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'33.65""N",25.99268,"57°07'17.87""E",57.12163,3.09,OLI_TIRS,41:31.4,LGN,42:01.2,119.2898329,65.11519217,ACTUAL,159,42,40,159,42,Landsat
,T1,2,"23°32'55.28""N",23.54869,"55°39'38.56""E",55.66071,"23°33'07.13""N",23.55198,"57°52'36.88""E",57.87691,"25°32'12.84""N",25.5369,"55°38'21.95""E",55.63943,"25°32'25.84""N",25.54051,"57°53'27.06""E",57.89085,OLI_TIRS_L2SP,4/22/2013,9/13/2020,9/13/2020,,WGS84,DAY,LC08_L2SP_159043_20130422_20200913_02_T1,WGS84,LC81590432013112LGN02,5.338,3.773,3.776,192,5,52.45,LC08_L1TP_159043_20130422_20200913_02_T1,LC08_L2SP_159043_20130422_20200913_02_T1,LC81590432013112LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'10.19""N",24.55283,"56°46'07.18""E",56.76866,38.03,OLI_TIRS,41:55.3,LGN,42:25.1,116.1713626,65.58263409,ACTUAL,159,43,40,159,43,Landsat
,T1,2,"22°06'14.90""N",22.10414,"55°19'43.46""E",55.32874,"22°06'42.66""N",22.11185,"57°31'17.83""E",57.52162,"24°05'42.43""N",24.09512,"55°18'14.11""E",55.30392,"24°06'13.03""N",24.10362,"57°31'45.73""E",57.52937,OLI_TIRS_L2SP,4/22/2013,9/13/2020,9/13/2020,,WGS84,DAY,LC08_L2SP_159044_20130422_20200913_02_T1,WGS84,LC81590442013112LGN02,5.682,4.983,2.732,41,5,94.41,LC08_L1TP_159044_20130422_20200913_02_T1,LC08_L2SP_159044_20130422_20200913_02_T1,LC81590442013112LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'45.14""N",23.11254,"56°25'17.26""E",56.42146,94.41,OLI_TIRS,42:19.2,LGN,42:49.0,112.9491469,65.97551653,ACTUAL,159,44,40,159,44,Landsat
,T1,2,"20°39'42.37""N",20.66177,"54°59'58.42""E",54.99956,"20°40'23.84""N",20.67329,"57°10'15.24""E",57.1709,"22°39'19.62""N",22.65545,"54°58'18.73""E",54.97187,"22°40'05.48""N",22.66819,"57°10'23.77""E",57.17327,OLI_TIRS_L2SP,4/22/2013,9/13/2020,9/13/2020,,WGS84,DAY,LC08_L2SP_159045_20130422_20200913_02_T1,WGS84,LC81590452013112LGN02,7.981,5.28,5.986,95,5,72.92,LC08_L1TP_159045_20130422_20200913_02_T1,LC08_L2SP_159045_20130422_20200913_02_T1,LC81590452013112LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"21°40'17""N",21.67139,"56°04'45.88""E",56.07941,72.92,OLI_TIRS,42:43.1,LGN,43:12.9,109.6370462,66.29018485,ACTUAL,159,45,40,159,45,Landsat
,T1,2,"24°58'18.19""N",24.97172,"54°28'08.94""E",54.46915,"24°59'34.76""N",24.99299,"56°43'28.27""E",56.72452,"26°58'27.70""N",26.97436,"54°25'33.20""E",54.42589,"26°59'51.36""N",26.9976,"56°43'11.32""E",56.71981,OLI_TIRS_L2SP,4/29/2013,9/13/2020,9/13/2020,,WGS84,DAY,LC08_L2SP_160042_20130429_20200913_02_T1,WGS84,LC81600422013119LGN02,5.825,4.133,4.105,557,5,39.5,LC08_L1TP_160042_20130429_20200913_02_T1,LC08_L2SP_160042_20130429_20200913_02_T1,LC81600422013119LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'33""N",25.9925,"55°35'03.26""E",55.58424,56.01,OLI_TIRS,47:41.6,LGN,48:11.4,115.1446148,66.64319253,ACTUAL,160,42,40,160,42,Landsat
,T1,2,"23°31'50.48""N",23.53069,"54°07'49.55""E",54.13043,"23°33'21.06""N",23.55585,"56°21'36.61""E",56.36017,"25°31'59.34""N",25.53315,"54°05'04.20""E",54.0845,"25°33'38.66""N",25.56074,"56°20'59.68""E",56.34991,OLI_TIRS_L2SP,4/29/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_160043_20130429_20200912_02_T1,WGS84,LC81600432013119LGN02,5.668,4.174,3.834,459,5,63.69,LC08_L1TP_160043_20130429_20200912_02_T1,LC08_L2SP_160043_20130429_20200912_02_T1,LC81600432013119LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'11.63""N",24.55323,"55°13'53.18""E",55.23144,60.68,OLI_TIRS,48:05.5,LGN,48:35.3,111.7381751,67.00587853,ACTUAL,160,43,40,160,43,Landsat
,T2,2,"22°05'21.70""N",22.08936,"53°47'39.91""E",53.79442,"22°07'04.01""N",22.11778,"56°00'11.84""E",56.00329,"24°05'29.62""N",24.09156,"53°44'47.47""E",53.74652,"24°07'22.30""N",24.12286,"55°59'18.13""E",55.98837,OLI_TIRS_L2SP,4/29/2013,9/13/2020,9/13/2020,,WGS84,DAY,LC08_L2SP_160044_20130429_20200913_02_T2,WGS84,LC81600442013119LGN02,0,0,0,-1,5,97.97,LC08_L1GT_160044_20130429_20200913_02_T2,LC08_L2SP_160044_20130429_20200913_02_T2,LC81600442013119LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'45.86""N",23.11274,"54°53'03.30""E",54.88425,97.97,OLI_TIRS,48:29.4,LGN,48:59.2,108.2415828,67.28567426,ACTUAL,160,44,40,160,44,Landsat
,T1,2,"20°38'43.04""N",20.64529,"53°27'58.36""E",53.46621,"20°40'34.50""N",20.67625,"55°39'10.84""E",55.65301,"22°38'59.53""N",22.64987,"53°25'01.24""E",53.41701,"22°41'02.90""N",22.68414,"55°38'03.19""E",55.63422,OLI_TIRS_L2SP,4/29/2013,9/13/2020,9/13/2020,,WGS84,DAY,LC08_L2SP_160045_20130429_20200913_02_T1,WGS84,LC81600452013119LGN02,9.5,6.191,7.206,185,5,95.16,LC08_L1TP_160045_20130429_20200913_02_T1,LC08_L2SP_160045_20130429_20200913_02_T1,LC81600452013119LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"21°40'17.90""N",21.67164,"54°32'32.14""E",54.54226,95.16,OLI_TIRS,48:53.3,LGN,49:23.1,104.6784702,67.47921025,ACTUAL,160,45,40,160,45,Landsat
,T1,2,"26°23'37.54""N",26.39376,"53°15'50.26""E",53.26396,"26°26'07.33""N",26.43537,"55°33'46.30""E",55.56286,"28°24'25.74""N",28.40715,"53°11'43.94""E",53.19554,"28°27'08.93""N",28.45248,"55°32'11.33""E",55.53648,OLI_TIRS_L2SP,5/6/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161041_20130506_20200912_02_T1,WGS84,LC81610412013126LGN02,4.564,3.264,3.19,958,5,3.3,LC08_L1TP_161041_20130506_20200912_02_T1,LC08_L2SP_161041_20130506_20200912_02_T1,LC81610412013126LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"27°25'53.36""N",27.43149,"54°23'24.14""E",54.39004,7.62,OLI_TIRS,53:31.8,LGN,54:01.6,114.3668152,67.51988516,ACTUAL,161,41,40,161,41,Landsat
,T1,2,"25°01'37.74""N",25.02715,"52°54'03.24""E",52.9009,"24°58'56.89""N",24.98247,"55°06'34.99""E",55.10972,"26°59'14.39""N",26.98733,"52°55'57.86""E",52.93274,"26°56'19.03""N",26.93862,"55°10'42.10""E",55.17836,OLI_TIRS_L2SP,5/6/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161042_20130506_20200912_02_T1,WGS84,LC81610422013126LGN02,4.049,2.901,2.825,331,5,1.42,LC08_L1TP_161042_20130506_20200912_02_T1,LC08_L2SP_161042_20130506_20200912_02_T1,LC81610422013126LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'33.90""N",25.99275,"54°01'51.35""E",54.03093,45.48,OLI_TIRS,53:55.7,LGN,54:25.5,110.7948165,67.85850035,ACTUAL,161,42,39,161,42,Landsat
,T1,2,"23°34'54.59""N",23.58183,"52°33'43.38""E",52.56205,"23°32'39.95""N",23.54443,"54°44'58.78""E",54.74966,"25°32'43.66""N",25.54546,"52°35'11.69""E",52.58658,"25°30'16.31""N",25.50453,"54°48'30.28""E",54.80841,OLI_TIRS_L2SP,5/6/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161043_20130506_20200912_02_T1,WGS84,LC81610432013126LGN02,6.092,4.082,4.521,442,5,2.45,LC08_L1TP_161043_20130506_20200912_02_T1,LC08_L2SP_161043_20130506_20200912_02_T1,LC81610432013126LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'10.87""N",24.55302,"53°40'40.84""E",53.67801,72.44,OLI_TIRS,54:19.6,LGN,54:49.4,107.134088,68.10992144,ACTUAL,161,43,39,161,43,Landsat
,T1,2,"22°08'16.37""N",22.13788,"52°13'42.92""E",52.22859,"22°06'25.74""N",22.10715,"54°23'48.30""E",54.39675,"24°06'17.53""N",24.10487,"52°14'47.87""E",52.24663,"24°04'15.92""N",24.07109,"54°26'47.54""E",54.44654,OLI_TIRS_L2SP,5/6/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161044_20130506_20200912_02_T1,WGS84,LC81610442013126LGN02,5.991,3.578,4.805,910,5,0.17,LC08_L1TP_161044_20130506_20200912_02_T1,LC08_L2SP_161044_20130506_20200912_02_T1,LC81610442013126LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'46.12""N",23.11281,"53°19'50.95""E",53.33082,0.17,OLI_TIRS,54:43.5,LGN,55:13.3,103.4118693,68.2709306,ACTUAL,161,44,39,161,44,Landsat
,T1,2,"20°41'33.76""N",20.69271,"51°53'58.99""E",51.89972,"20°40'05.05""N",20.66807,"54°03'00.29""E",54.05008,"22°39'36.97""N",22.66027,"51°54'43.27""E",51.91202,"22°37'58.94""N",22.63304,"54°05'30.08""E",54.09169,OLI_TIRS_L2SP,5/6/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161045_20130506_20200912_02_T1,WGS84,LC81610452013126LGN02,7.006,4.166,5.634,741,5,8.05,LC08_L1TP_161045_20130506_20200912_02_T1,LC08_L2SP_161045_20130506_20200912_02_T1,LC81610452013126LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"21°40'18.16""N",21.67171,"52°59'19.75""E",52.98882,8.05,OLI_TIRS,55:07.4,LGN,55:37.2,99.65656968,68.33954937,ACTUAL,161,45,39,161,45,Landsat
,T1,2,"26°27'06.55""N",26.45182,"51°40'41.09""E",51.67808,"26°25'24.38""N",26.42344,"53°55'39.14""E",53.92754,"28°25'24.24""N",28.4234,"51°41'24.86""E",51.69024,"28°23'33.14""N",28.39254,"53°58'47.82""E",53.97995,OLI_TIRS_L2SP,5/13/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_162041_20130513_20200912_02_T1,WGS84,LC81620412013133LGN02,4.323,3.226,2.878,888,5,0.03,LC08_L1TP_162041_20130513_20200912_02_T1,LC08_L2SP_162041_20130513_20200912_02_T1,LC81620412013133LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"27°25'53.58""N",27.43155,"52°49'09.41""E",52.81928,43.4,OLI_TIRS,59:49.7,LGN,00:19.5,110.2222727,68.51441837,ACTUAL,162,41,39,162,41,Landsat
,T1,2,"25°00'32.87""N",25.00913,"51°20'02.36""E",51.33399,"24°59'14.89""N",24.98747,"53°33'35.60""E",53.55989,"26°58'52.39""N",26.98122,"51°20'22.60""E",51.33961,"26°57'27.32""N",26.95759,"53°36'10.55""E",53.60293,OLI_TIRS_L2SP,5/13/2013,9/13/2020,9/13/2020,,WGS84,DAY,LC08_L2SP_162042_20130513_20200913_02_T1,WGS84,LC81620422013133LGN02,4.941,3.3,3.678,79,5,0.19,LC08_L1TP_162042_20130513_20200913_02_T1,LC08_L2SP_162042_20130513_20200913_02_T1,LC81620422013133LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'34.22""N",25.99284,"52°27'36.76""E",52.46021,70.67,OLI_TIRS,00:13.6,LGN,00:43.4,106.4277367,68.74688567,ACTUAL,162,42,39,162,42,Landsat
,T1,2,"23°33'45.32""N",23.56259,"50°59'42.36""E",50.9951,"23°32'49.31""N",23.54703,"53°11'57.23""E",53.19923,"25°32'25.84""N",25.54051,"50°59'42.07""E",50.99502,"25°31'24.53""N",25.52348,"53°14'02.26""E",53.23396,OLI_TIRS_L2SP,5/13/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_162043_20130513_20200912_02_T1,WGS84,LC81620432013133LGN02,6.188,3.855,4.841,548,5,0.05,LC08_L1TP_162043_20130513_20200912_02_T1,LC08_L2SP_162043_20130513_20200912_02_T1,LC81620432013133LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'11.16""N",24.5531,"52°06'26.28""E",52.1073,32.8,OLI_TIRS,00:37.5,LGN,01:07.3,102.5737124,68.88571908,ACTUAL,162,43,39,162,43,Landsat
,T1,2,"22°07'13.69""N",22.12047,"50°39'48.74""E",50.66354,"22°06'37.44""N",22.1104,"52°50'41.35""E",52.84482,"24°05'55.43""N",24.09873,"50°39'30.89""E",50.65858,"24°05'15.54""N",24.08765,"52°52'19.31""E",52.87203,OLI_TIRS_L2SP,5/13/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_162044_20130513_20200912_02_T1,WGS84,LC81620442013133LGN02,7.485,4.393,6.06,1054,5,0,LC08_L1TP_162044_20130513_20200912_02_T1,LC08_L2SP_162044_20130513_20200912_02_T1,LC81620442013133LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'46.37""N",23.11288,"51°45'36.68""E",51.76019,0,OLI_TIRS,01:01.4,LGN,01:31.2,98.69440133,68.92900172,ACTUAL,162,44,39,162,44,Landsat
,T1,2,"26°24'51.84""N",26.4144,"54°46'19.88""E",54.77219,"26°25'54.30""N",26.43175,"57°03'07.74""E",57.05215,"28°24'51.77""N",28.41438,"54°43'54.05""E",54.73168,"28°25'59.74""N",28.43326,"57°03'11.16""E",57.0531,OLI_TIRS_L2SP,5/15/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_160041_20130515_20200912_02_T1,WGS84,LC81600412013135LGN02,4.913,3.547,3.401,874,5,0,LC08_L1TP_160041_20130515_20200912_02_T1,LC08_L2SP_160041_20130515_20200912_02_T1,LC81600412013135LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"27°25'52.46""N",27.43124,"55°54'12.92""E",55.90359,6.84,OLI_TIRS,47:29.7,LGN,47:59.5,109.062348,68.73866118,ACTUAL,160,41,40,160,41,Landsat
,T1,2,"24°58'15.64""N",24.97101,"54°25'39.29""E",54.42758,"24°59'34.48""N",24.99291,"56°40'58.44""E",56.6829,"26°58'24.89""N",26.97358,"54°23'01""E",54.38361,"26°59'51.04""N",26.99751,"56°40'38.93""E",56.67748,OLI_TIRS_L2SP,5/15/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_160042_20130515_20200912_02_T1,WGS84,LC81600422013135LGN02,4.816,3.372,3.439,751,5,0.07,LC08_L1TP_160042_20130515_20200912_02_T1,LC08_L2SP_160042_20130515_20200912_02_T1,LC81600422013135LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'34.08""N",25.9928,"55°32'40.60""E",55.54461,38.35,OLI_TIRS,47:53.6,LGN,48:23.4,105.2169293,68.94127491,ACTUAL,160,42,40,160,42,Landsat
,T1,2,"23°31'47.75""N",23.52993,"54°05'21.59""E",54.08933,"23°33'20.48""N",23.55569,"56°19'19.06""E",56.32196,"25°31'56.32""N",25.53231,"54°02'33.90""E",54.04275,"25°33'38.02""N",25.56056,"56°18'39.92""E",56.31109,OLI_TIRS_L2SP,5/15/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_160043_20130515_20200912_02_T1,WGS84,LC81600432013135LGN02,4.833,3.462,3.373,715,5,0,LC08_L1TP_160043_20130515_20200912_02_T1,LC08_L2SP_160043_20130515_20200912_02_T1,LC81600432013135LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'10.94""N",24.55304,"55°11'30.23""E",55.19173,8.24,OLI_TIRS,48:17.5,LGN,48:47.3,101.3210022,69.04889852,ACTUAL,160,43,40,160,43,Landsat
,T1,2,"22°05'19""N",22.08861,"53°45'24.01""E",53.75667,"22°07'03.07""N",22.11752,"55°57'45.25""E",55.96257,"24°05'26.66""N",24.09074,"53°42'29.56""E",53.70821,"24°07'21.29""N",24.12258,"55°56'49.34""E",55.94704,OLI_TIRS_L2SP,5/15/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_160044_20130515_20200912_02_T1,WGS84,LC81600442013135LGN02,5.179,3.255,4.028,713,5,0,LC08_L1TP_160044_20130515_20200912_02_T1,LC08_L2SP_160044_20130515_20200912_02_T1,LC81600442013135LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'45.18""N",23.11255,"54°50'40.42""E",54.84456,0,OLI_TIRS,48:41.4,LGN,49:11.2,97.41031033,69.05989484,ACTUAL,160,44,40,160,44,Landsat
,T1,2,"20°38'40.06""N",20.64446,"53°25'33.49""E",53.42597,"20°40'33.35""N",20.67593,"55°36'45.72""E",55.6127,"22°38'56.22""N",22.64895,"53°22'34.39""E",53.37622,"22°41'01.64""N",22.68379,"55°35'36.06""E",55.59335,OLI_TIRS_L2SP,5/15/2013,9/13/2020,9/13/2020,,WGS84,DAY,LC08_L2SP_160045_20130515_20200913_02_T1,WGS84,LC81600452013135LGN02,4.986,2.874,4.075,1191,5,0,LC08_L1TP_160045_20130515_20200913_02_T1,LC08_L2SP_160045_20130515_20200913_02_T1,LC81600452013135LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"21°40'18.05""N",21.67168,"54°30'09.61""E",54.50267,0,OLI_TIRS,49:05.3,LGN,49:35.1,93.52129366,68.97407421,ACTUAL,160,45,40,160,45,Landsat
,T1,2,"26°23'33.58""N",26.39266,"53°13'18.98""E",53.22194,"26°26'05.68""N",26.43491,"55°31'03.90""E",55.51775,"28°24'31.14""N",28.40865,"53°09'09.58""E",53.15266,"28°27'16.88""N",28.45469,"55°29'25.80""E",55.4905,OLI_TIRS_L2SP,5/22/2013,9/13/2020,9/13/2020,,WGS84,DAY,LC08_L2SP_161041_20130522_20200913_02_T1,WGS84,LC81610412013142LGN02,4.232,3.171,2.803,1042,5,0.01,LC08_L1TP_161041_20130522_20200913_02_T1,LC08_L2SP_161041_20130522_20200913_02_T1,LC81610412013142LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"27°25'52.28""N",27.43119,"54°20'47.87""E",54.34663,4.63,OLI_TIRS,53:44.4,LGN,54:14.2,105.1761031,69.33193888,ACTUAL,161,41,40,161,41,Landsat
,T1,2,"25°01'39.61""N",25.02767,"52°51'33.44""E",52.85929,"24°59'01""N",24.98361,"55°04'05.56""E",55.06821,"26°59'06.68""N",26.98519,"52°53'25.40""E",52.89039,"26°56'13.78""N",26.93716,"55°08'09.82""E",55.13606,OLI_TIRS_L2SP,5/22/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161042_20130522_20200912_02_T1,WGS84,LC81610422013142LGN02,3.706,2.692,2.547,330,5,0.47,LC08_L1TP_161042_20130522_20200912_02_T1,LC08_L2SP_161042_20130522_20200912_02_T1,LC81610422013142LGN02,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'33.50""N",25.99264,"53°59'15.40""E",53.98761,93.02,OLI_TIRS,54:08.3,LGN,54:38.1,101.1946998,69.43449431,ACTUAL,161,42,39,161,42,Landsat
